Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 0hr_minus_rep1	Peptides 0hr_minus_rep2	Peptides 0hr_minus_rep3	Peptides 0hr_plus_rep1	Peptides 0hr_plus_rep2	Peptides 0hr_plus_rep3	Peptides 1hr_minus_rep1	Peptides 1hr_minus_rep2	Peptides 1hr_minus_rep3	Peptides 1hr_plus_rep1	Peptides 1hr_plus_rep2	Peptides 1hr_plus_rep3	Peptides 3hr_minus_rep1	Peptides 3hr_minus_rep2	Peptides 3hr_minus_rep3	Peptides 3hr_plus_rep1	Peptides 3hr_plus_rep2	Peptides 3hr_plus_rep3	Peptides no4SU_minus_1	Peptides no4SU_minus_2	Peptides no4SU_plus_1	Peptides no4SU_plus_2	Razor + unique peptides 0hr_minus_rep1	Razor + unique peptides 0hr_minus_rep2	Razor + unique peptides 0hr_minus_rep3	Razor + unique peptides 0hr_plus_rep1	Razor + unique peptides 0hr_plus_rep2	Razor + unique peptides 0hr_plus_rep3	Razor + unique peptides 1hr_minus_rep1	Razor + unique peptides 1hr_minus_rep2	Razor + unique peptides 1hr_minus_rep3	Razor + unique peptides 1hr_plus_rep1	Razor + unique peptides 1hr_plus_rep2	Razor + unique peptides 1hr_plus_rep3	Razor + unique peptides 3hr_minus_rep1	Razor + unique peptides 3hr_minus_rep2	Razor + unique peptides 3hr_minus_rep3	Razor + unique peptides 3hr_plus_rep1	Razor + unique peptides 3hr_plus_rep2	Razor + unique peptides 3hr_plus_rep3	Razor + unique peptides no4SU_minus_1	Razor + unique peptides no4SU_minus_2	Razor + unique peptides no4SU_plus_1	Razor + unique peptides no4SU_plus_2	Unique peptides 0hr_minus_rep1	Unique peptides 0hr_minus_rep2	Unique peptides 0hr_minus_rep3	Unique peptides 0hr_plus_rep1	Unique peptides 0hr_plus_rep2	Unique peptides 0hr_plus_rep3	Unique peptides 1hr_minus_rep1	Unique peptides 1hr_minus_rep2	Unique peptides 1hr_minus_rep3	Unique peptides 1hr_plus_rep1	Unique peptides 1hr_plus_rep2	Unique peptides 1hr_plus_rep3	Unique peptides 3hr_minus_rep1	Unique peptides 3hr_minus_rep2	Unique peptides 3hr_minus_rep3	Unique peptides 3hr_plus_rep1	Unique peptides 3hr_plus_rep2	Unique peptides 3hr_plus_rep3	Unique peptides no4SU_minus_1	Unique peptides no4SU_minus_2	Unique peptides no4SU_plus_1	Unique peptides no4SU_plus_2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 0hr_minus_rep1	Identification type 0hr_minus_rep2	Identification type 0hr_minus_rep3	Identification type 0hr_plus_rep1	Identification type 0hr_plus_rep2	Identification type 0hr_plus_rep3	Identification type 1hr_minus_rep1	Identification type 1hr_minus_rep2	Identification type 1hr_minus_rep3	Identification type 1hr_plus_rep1	Identification type 1hr_plus_rep2	Identification type 1hr_plus_rep3	Identification type 3hr_minus_rep1	Identification type 3hr_minus_rep2	Identification type 3hr_minus_rep3	Identification type 3hr_plus_rep1	Identification type 3hr_plus_rep2	Identification type 3hr_plus_rep3	Identification type no4SU_minus_1	Identification type no4SU_minus_2	Identification type no4SU_plus_1	Identification type no4SU_plus_2	Sequence coverage 0hr_minus_rep1 [%]	Sequence coverage 0hr_minus_rep2 [%]	Sequence coverage 0hr_minus_rep3 [%]	Sequence coverage 0hr_plus_rep1 [%]	Sequence coverage 0hr_plus_rep2 [%]	Sequence coverage 0hr_plus_rep3 [%]	Sequence coverage 1hr_minus_rep1 [%]	Sequence coverage 1hr_minus_rep2 [%]	Sequence coverage 1hr_minus_rep3 [%]	Sequence coverage 1hr_plus_rep1 [%]	Sequence coverage 1hr_plus_rep2 [%]	Sequence coverage 1hr_plus_rep3 [%]	Sequence coverage 3hr_minus_rep1 [%]	Sequence coverage 3hr_minus_rep2 [%]	Sequence coverage 3hr_minus_rep3 [%]	Sequence coverage 3hr_plus_rep1 [%]	Sequence coverage 3hr_plus_rep2 [%]	Sequence coverage 3hr_plus_rep3 [%]	Sequence coverage no4SU_minus_1 [%]	Sequence coverage no4SU_minus_2 [%]	Sequence coverage no4SU_plus_1 [%]	Sequence coverage no4SU_plus_2 [%]	Intensity	Intensity 0hr_minus_rep1	Intensity 0hr_minus_rep2	Intensity 0hr_minus_rep3	Intensity 0hr_plus_rep1	Intensity 0hr_plus_rep2	Intensity 0hr_plus_rep3	Intensity 1hr_minus_rep1	Intensity 1hr_minus_rep2	Intensity 1hr_minus_rep3	Intensity 1hr_plus_rep1	Intensity 1hr_plus_rep2	Intensity 1hr_plus_rep3	Intensity 3hr_minus_rep1	Intensity 3hr_minus_rep2	Intensity 3hr_minus_rep3	Intensity 3hr_plus_rep1	Intensity 3hr_plus_rep2	Intensity 3hr_plus_rep3	Intensity no4SU_minus_1	Intensity no4SU_minus_2	Intensity no4SU_plus_1	Intensity no4SU_plus_2	iBAQ	iBAQ 0hr_minus_rep1	iBAQ 0hr_minus_rep2	iBAQ 0hr_minus_rep3	iBAQ 0hr_plus_rep1	iBAQ 0hr_plus_rep2	iBAQ 0hr_plus_rep3	iBAQ 1hr_minus_rep1	iBAQ 1hr_minus_rep2	iBAQ 1hr_minus_rep3	iBAQ 1hr_plus_rep1	iBAQ 1hr_plus_rep2	iBAQ 1hr_plus_rep3	iBAQ 3hr_minus_rep1	iBAQ 3hr_minus_rep2	iBAQ 3hr_minus_rep3	iBAQ 3hr_plus_rep1	iBAQ 3hr_plus_rep2	iBAQ 3hr_plus_rep3	iBAQ no4SU_minus_1	iBAQ no4SU_minus_2	iBAQ no4SU_plus_1	iBAQ no4SU_plus_2	LFQ intensity 0hr_minus_rep1	LFQ intensity 0hr_minus_rep2	LFQ intensity 0hr_minus_rep3	LFQ intensity 0hr_plus_rep1	LFQ intensity 0hr_plus_rep2	LFQ intensity 0hr_plus_rep3	LFQ intensity 1hr_minus_rep1	LFQ intensity 1hr_minus_rep2	LFQ intensity 1hr_minus_rep3	LFQ intensity 1hr_plus_rep1	LFQ intensity 1hr_plus_rep2	LFQ intensity 1hr_plus_rep3	LFQ intensity 3hr_minus_rep1	LFQ intensity 3hr_minus_rep2	LFQ intensity 3hr_minus_rep3	LFQ intensity 3hr_plus_rep1	LFQ intensity 3hr_plus_rep2	LFQ intensity 3hr_plus_rep3	LFQ intensity no4SU_minus_1	LFQ intensity no4SU_minus_2	LFQ intensity no4SU_plus_1	LFQ intensity no4SU_plus_2	MS/MS count 0hr_minus_rep1	MS/MS count 0hr_minus_rep2	MS/MS count 0hr_minus_rep3	MS/MS count 0hr_plus_rep1	MS/MS count 0hr_plus_rep2	MS/MS count 0hr_plus_rep3	MS/MS count 1hr_minus_rep1	MS/MS count 1hr_minus_rep2	MS/MS count 1hr_minus_rep3	MS/MS count 1hr_plus_rep1	MS/MS count 1hr_plus_rep2	MS/MS count 1hr_plus_rep3	MS/MS count 3hr_minus_rep1	MS/MS count 3hr_minus_rep2	MS/MS count 3hr_minus_rep3	MS/MS count 3hr_plus_rep1	MS/MS count 3hr_plus_rep2	MS/MS count 3hr_plus_rep3	MS/MS count no4SU_minus_1	MS/MS count no4SU_minus_2	MS/MS count no4SU_plus_1	MS/MS count no4SU_plus_2	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
4257	6334	2455	5143	9504	4146	1	3	1	1	1	0	2	2	2	2	1	1	2	2	2	2	1	1	2	1	2	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	38	13	13	10	83	2158	0	2	2739	5546	8353	6470	4743	2976	4251	5937	9069	969	2344	5601	3993	1530	2140	304	8739	1467	3597	2530	7536	9807	13	0	25	29	29	25	13	13	25	29	23	25	13	13	25	13	23	9	0	0	0	0	198271003	11676654	0	0	6639128	8148763	0	3536311	30441836	0	5569760	50269145	0	8564507	28735697	0	9727149	41795304	0	0	0	0	0	50566977	2751511	0	0	1849743	1763887	0	1249646	7332152	0	1733681	12535784	0	1918553	7493730	0	2001994	10073017	0	0	0	0	0	1783275	0	0	1570512	1505152	0	0	0	0	1987361	0	0	1722453	0	0	1825095	4763163	0	0	0	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	2	2	0	0	0	0	0	12	8122	5111	3522	1250	2671	221	1156	1902	5945	5103	2092	8312
5206	8789	7606	3320	6011	8954	1	11	11	11	0	0	5	0	3	5	2	1	7	1	1	4	0	2	6	1	2	1	0	0	0	0	0	0	5	0	3	5	2	1	7	1	1	4	0	2	6	1	2	1	0	0	0	0	0	0	5	0	3	5	2	1	7	1	1	4	0	2	6	1	2	1	0	0	0	0	13	13	13	132	1168	3331	0	25	1396	6371	4478	8603	708	2464	6504	7955	3472	1604	4042	683	1118	6647	9046	9535	7343	4347	5209	4197	701	7700	0	0	7	0	3	6	3	1	9	2	2	3	0	3	8	1	2	1	0	0	0	0	107292633	0	0	21522841	0	3977215	10986650	5349602	3442503	24279034	859431	1720845	20568475	0	1703491	23085556	0	1762335	1487772	0	0	0	0	1805320	0	0	513153	0	195745	238439	11265	87097	489719	15994	184125	369817	0	4996	502230	0	196245	35305	0	0	0	0	0	0	1737399	0	0	2409953	0	0	2875993	0	0	2418883	0	0	2631807	0	0	0	0	0	0	0	0	0	3	0	1	2	1	1	4	0	0	2	0	2	4	1	1	0	0	0	0	0	21	9770	6326	2821	1251	301	8780	166	5762	4175	4169	7405	8936
3730	7511	2052	9208	4789	8164	1	25	25	25	14	2	15	10	2	7	13	1	11	7	6	12	9	2	10	9	9	5	0	0	0	0	14	2	15	10	2	7	13	1	11	7	6	12	9	2	10	9	9	5	0	0	0	0	14	2	15	10	2	7	13	1	11	7	6	12	9	2	10	9	9	5	0	0	0	0	22	22	22	199	1728	3545	0	88	2932	7882	8069	1365	6207	6636	1747	6193	6096	1545	9308	9820	5677	9951	7638	8584	2522	127	8454	7340	942	2432	12	1	13	9	1	6	12	1	9	6	5	10	7	2	8	7	8	4	0	0	0	0	485464165	50659771	1450088	136180314	19123742	5548925	16025841	27507525	1353848	40912555	13603985	11353365	60484408	20350209	3584139	35121986	23159127	17981391	8657776	0	0	0	0	4453032	647411	228930	1828866	220173	24780	22153	305914	112173	527003	125651	204158	570820	254908	76126	622849	340218	409630	244515	0	0	0	0	4372316	1670666	9608091	4806638	941323	3140903	4232591	0	3101537	4140729	3344602	2593008	4939235	616245	2678999	5100183	3080625	3176147	0	0	0	0	13	0	18	10	0	5	10	0	5	5	3	7	6	0	5	7	3	3	0	0	0	0	100	6311	2338	606	1252	4887	9729	428	7303	4796	3161	155	8926
6896	8551	7760	2094	8	9899	1	70	70	70	59	49	61	62	50	57	60	48	61	64	52	59	59	50	65	62	53	53	30	16	31	21	59	49	61	62	50	57	60	48	61	64	52	59	59	50	65	62	53	53	30	16	31	21	59	49	61	62	50	57	60	48	61	64	52	59	59	50	65	62	53	53	30	16	31	21	75	75	75	102	909	3304	0	323	3656	372	3999	7523	2772	3212	6828	1167	8444	3396	6219	6143	1799	2677	1176	7497	4988	1312	4954	5291	965	7323	65	63	70	72	61	66	71	64	70	73	63	66	70	64	73	70	67	64	39	22	39	30	31848716805	2069899714	592816982	4247687226	1640577145	880138113	971092142	1954434986	623178293	2367907252	1561745243	1646660502	3017993072	1568972728	772909544	3453974513	1759140265	1619271494	846724847	116795890	25599628	81747638	40666258	599730604	39065308	11075248	80082411	30968244	16531914	18204534	36989500	11903737	44625873	29307053	31081206	56860020	29576947	14612217	64929752	33291212	30684951	16079793	2220167	457958	1544719	688282	235771996	212115962	288160422	234947118	199083424	237912958	270454923	237913056	308445865	264389651	307754291	263465513	243606507	228393107	248366562	253818762	274674914	191495083	158857037	83195847	174873391	149772514	95	53	111	97	64	64	98	53	100	99	88	85	90	60	91	86	85	60	37	6	43	11	1575	9938	727	7909	1253	2241	7155	139	3250	7199	94	6300	8857
9279	8571	3818	2072	1893	9971	2	20	20	16	13	1	10	11	3	3	10	1	6	7	7	8	10	3	5	11	5	3	0	0	0	0	13	1	10	11	3	3	10	1	6	7	7	8	10	3	5	11	5	3	0	0	0	0	11	1	6	9	3	1	9	1	4	6	5	5	9	2	3	9	4	2	0	0	0	0	33	33	28	88	789	6765	0	57	8225	2124	3782	6448	7052	4140	7217	2229	2910	6228	325	5845	7330	8325	8048	8860	2906	1565	1435	7976	3253	3895	22	2	15	19	6	4	17	2	10	13	13	13	17	6	8	19	10	5	0	0	0	0	484721662	53085797	1262911	80420431	39735121	6248917	9383174	37287671	3482972	26159301	19413595	25548661	50739603	40916282	6143375	18303230	30377181	27494128	6566446	0	0	0	0	12603294	1187789	218230	1925907	893807	184250	330554	810679	82940	459738	413553	445236	1242617	929382	91936	874036	747824	587222	103997	0	0	0	0	5080447	0	5678942	4483208	2079489	3628084	4520348	0	5237022	4846996	4496380	4142903	5095953	1922768	3110668	4519991	4510871	3433963	0	0	0	0	7	1	9	6	1	1	9	1	3	5	5	8	5	0	2	7	4	1	0	0	0	0	73	4585	5796	3684	1254	6937	1528	5237	2127	8880	7260	1380	2060
1887	5939	7977	1972	7392	5360	1	16	16	16	11	0	4	8	1	1	9	0	2	1	2	2	10	0	6	1	1	3	1	1	0	1	11	0	4	8	1	1	9	0	2	1	2	2	10	0	6	1	1	3	1	1	0	1	11	0	4	8	1	1	9	0	2	1	2	2	10	0	6	1	1	3	1	1	0	1	16	16	16	118	1032	2443	0	31	8110	366	3929	4299	1702	6778	1726	3180	9565	4367	6611	7229	1751	6596	4232	4273	6963	1231	8130	3865	5469	9678	12	0	4	9	1	1	11	0	2	1	2	2	9	0	6	1	1	3	1	1	0	1	256464459	72291698	0	31438904	22361155	350772	990277	23949365	0	2087150	2998694	1052792	8565890	36515500	0	32604546	15954	525787	8110722	459683	3302769	0	11259386	6636454	1382100	0	621217	391052	6994	217162	617059	0	220137	178494	60869	73468	706335	0	794509	118359	4774	155864	12326	57231	0	363281	5280849	0	2746035	2896841	0	0	4063390	0	2876706	0	0	2310965	3899816	0	3958655	0	0	3236675	0	0	0	0	9	0	5	8	1	0	7	0	2	1	2	1	9	0	6	1	0	1	0	0	0	0	52	7510	456	6646	1255	38	4196	5846	1817	2701	3657	4367	6419
4535	707	1044	260	2077	4904	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	48	431	7340	1	-2	950	4498	184	857	5044	2655	1215	6885	7092	3295	4676	4352	6674	6055	5242	7221	9273	6217	987	717	7537	7130	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	27318694	0	5030906	0	0	864183	0	0	0	0	2750989	0	0	0	0	0	0	0	0	0	0	0	0	2533563	0	188809	0	0	194538	0	0	0	0	338433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5497	1815	2188	1256	1606	2536	5704	5679	5623	5581	5862	4914
4613	9346	2047	9420	3333	5492	1	59	59	59	38	18	40	36	24	34	39	23	40	34	30	41	37	25	39	39	33	32	5	2	1	2	38	18	40	36	24	34	39	23	40	34	30	41	37	25	39	39	33	32	5	2	1	2	38	18	40	36	24	34	39	23	40	34	30	41	37	25	39	39	33	32	5	2	1	2	59	59	59	134	1194	9535	0	257	796	5167	4805	6014	2270	4903	3598	1856	7907	9179	7808	7208	695	176	5377	9201	8063	7003	261	7280	5850	8871	40	17	39	38	25	30	41	22	40	35	31	39	39	25	38	42	37	34	5	2	1	2	4474068469	271535530	55022598	657491760	198365842	100619248	158472000	236771881	62776741	387958561	159384833	184656863	612903186	201520928	86170419	567347602	225160931	171287833	123830772	7888204	198693	1291402	617344	61442217	3636461	699347	8836210	2627753	1503188	2094725	3036650	669054	5088238	1965655	2312830	8283807	2695284	1103455	7684371	3059753	2219110	1826984	88728	5332	29052	4560	36660499	34411147	34146936	26824587	33275800	33788472	32871811	29709050	55672293	30317813	32521111	53911209	29111764	38673455	35156559	31750452	36907651	27263622	2233176	2435222	0	2171132	30	14	42	28	19	21	30	16	39	25	25	42	27	18	33	30	27	20	2	0	0	0	488	6270	9320	145	1257	9592	9017	2465	2552	2057	9355	749	9880
8074	984	9810	9369	6278	6765	1	5	5	5	3	0	3	3	0	1	3	1	2	2	0	1	2	0	3	2	0	0	0	0	0	0	3	0	3	3	0	1	3	1	2	2	0	1	2	0	3	2	0	0	0	0	0	0	3	0	3	3	0	1	3	1	2	2	0	1	2	0	3	2	0	0	0	0	0	0	11	11	11	74	688	1416	0	9	5872	810	5528	2212	3440	9985	6996	4399	4961	4459	3260	1857	8730	4093	5811	9539	3173	4704	7446	5076	494	2283	8	0	8	7	0	5	4	1	7	3	0	2	2	0	8	2	0	0	0	0	0	0	130864218	14252220	0	18261208	13626961	0	2134731	14353772	1291032	4178839	5600026	0	412807	9444313	0	39960363	10524143	0	0	0	0	0	0	5352439	450428	0	342925	380377	0	19725	287259	178278	178234	32890	0	20823	365404	0	936733	164109	0	0	0	0	0	0	1844392	0	0	1794327	0	0	1900965	0	0	0	0	0	1976514	0	0	1742356	0	0	0	0	0	0	3	0	3	2	0	0	3	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	17	8401	3332	7043	1258	8600	7933	4939	4367	5129	8149	565	158
9409	7665	9902	7002	4236	8419	1	21	21	9	13	4	14	10	4	6	11	1	10	9	4	11	16	6	13	8	4	4	0	0	1	1	13	4	14	10	4	6	11	1	10	9	4	11	16	6	13	8	4	4	0	0	1	1	6	1	6	5	1	2	6	1	4	5	2	3	7	3	5	4	1	2	0	0	1	0	20	20	9	145	1254	2348	0	40	972	8059	4705	5858	3997	1163	5273	3693	5551	9946	5426	6384	8367	6168	6320	8847	8456	4675	5503	9134	6647	6402	12	4	13	10	4	5	11	1	9	8	4	10	15	6	12	7	4	4	0	0	1	1	658701278	56719296	4199162	152093008	35266095	5740197	7974076	32956819	212820	33542205	33412815	12922341	71495394	50399404	5996361	63752235	26533624	13877927	8368273	0	0	1556309	758482	9077432	913194	77175	2531144	558426	244101	27968	586406	2964	496625	475329	237475	1282739	783031	124466	1457184	549627	220468	14637	0	0	27790	15199	6531271	1729328	11555044	4794038	3036326	2149637	4418337	0	4894027	4853786	3215950	6866084	6988815	2656749	3610541	5616204	4978943	2711482	0	0	0	0	11	1	13	8	3	1	5	0	3	6	1	5	11	0	5	7	3	0	0	0	0	0	83	2192	827	3312	1259	3166	2605	1886	3001	2688	9091	6500	9683
7344	9723	7767	8250	4720	2759	2	4	4	4	3	0	1	1	0	0	4	1	0	2	2	0	3	1	0	1	1	0	0	0	0	0	3	0	1	1	0	0	4	1	0	2	2	0	3	1	0	1	1	0	0	0	0	0	3	0	1	1	0	0	4	1	0	2	2	0	3	1	0	1	1	0	0	0	0	0	7	7	7	116	1002	9016	0	2	3259	6660	4212	3339	8618	6352	1854	5045	3456	6336	6448	4952	7862	718	6085	9389	4264	6205	8915	3979	6427	139	5	0	2	1	0	0	7	2	0	3	3	0	4	2	0	2	2	0	0	0	0	0	135917282	35807905	0	2218406	8543118	0	0	26412862	2601949	0	11363614	9548892	0	20808021	7115155	0	11812731	6922504	0	0	0	0	0	4330624	800487	0	52094	212160	0	0	522261	51580	0	366855	51244	0	439019	13220	0	42562	220834	0	0	0	0	0	5939116	0	0	0	0	0	3026074	0	0	0	0	0	3288352	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	8	9692	495	9601	1260	347	8420	52	3984	5461	6141	9855	4187
2367	7258	5503	464	4162	8807	1	16	16	15	2	3	10	4	5	11	3	5	8	2	4	13	1	4	15	2	4	8	0	0	0	0	2	3	10	4	5	11	3	5	8	2	4	13	1	4	15	2	4	8	0	0	0	0	2	3	9	4	5	11	3	5	8	2	4	12	1	4	15	2	4	8	0	0	0	0	12	12	12	192	1763	1995	0	30	1706	5477	2457	4863	2881	8195	2516	1349	3563	8131	5704	7383	2594	1061	9666	1136	6973	5012	1705	7219	6534	1185	2	2	8	4	5	9	3	4	7	1	4	10	1	4	12	2	3	5	0	0	0	0	507337679	8118535	6392189	72918766	10206800	13738756	29653270	5351999	6072995	49406889	2867653	7457720	100714156	3894092	7797467	121311486	2878792	8391823	36403960	0	0	0	0	7757168	102288	132393	833414	96841	277555	158610	193283	102795	436348	105829	90696	1224812	21688	42810	1609132	69187	46792	451377	0	0	0	0	2738763	3656475	3574032	3043728	4469498	3777087	2160638	3761244	4870926	2398894	3397207	6459240	0	3762477	9054119	2282222	2514953	4680100	0	0	0	0	1	1	2	2	4	2	3	0	3	1	0	9	1	0	12	3	2	2	0	0	0	0	50	8721	5740	6888	1261	4743	9182	6741	3830	1575	2691	4987	4904
2374	6994	9284	2765	3202	4756	1	6	5	5	3	1	2	0	0	1	1	1	2	1	2	4	1	1	3	2	3	2	0	0	0	0	2	1	1	0	0	0	0	0	2	1	1	3	0	0	2	1	2	2	0	0	0	0	2	1	1	0	0	0	0	0	2	1	1	3	0	0	2	1	2	2	0	0	0	0	3	3	3	224	2000	6273	0	7	4709	9755	1497	1817	6966	3357	9633	8825	702	2677	2286	1631	5418	9208	471	4270	4917	4234	4657	8633	9641	3198	2	1	1	0	0	1	1	1	1	1	1	3	1	1	2	1	2	1	0	0	0	0	32648654	0	2034563	241041	0	0	0	0	0	1812840	626718	1466330	7516939	0	0	4995022	530136	3328613	2578068	0	0	0	0	1443677	0	93410	126864	0	0	0	0	0	103208	12592	106954	160812	0	0	242231	48850	155628	131857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510515	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	10	9829	7915	9287	1262	1198	8643	7373	4026	3498	1930	9478	9732
4860	3060	5107	7303	8446	6836	1	3	3	3	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	5	6	5	100	906	736	0	5	8419	1996	2320	148	5442	7943	7859	3738	818	3537	5562	8793	2808	5062	1731	2580	9843	4047	3218	1898	8669	4184	1	0	1	0	0	1	3	0	0	0	0	0	3	0	1	3	0	0	0	0	0	0	7351886	3921338	0	442404	0	0	1357845	2945723	0	0	0	0	0	320710	0	79240	1148200	0	0	0	0	0	0	2187696	99448	0	202709	0	0	119510	121651	0	0	0	0	0	46655	0	15500	116542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365455	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1225	7454	7348	1263	8193	333	9462	4874	6541	4891	4493	1483
667	5495	7683	2752	5412	9174	1	6	6	6	3	0	2	2	0	1	4	0	3	4	0	4	1	0	2	4	1	1	0	0	0	0	3	0	2	2	0	1	4	0	3	4	0	4	1	0	2	4	1	1	0	0	0	0	3	0	2	2	0	1	4	0	3	4	0	4	1	0	2	4	1	1	0	0	0	0	8	8	8	102	1010	6601	0	7	4174	2766	5450	262	8340	2885	7146	5040	670	8377	1808	965	3954	6720	768	7334	2434	8630	9930	9226	7132	9450	4	0	3	3	0	2	5	0	4	5	0	6	1	0	3	5	2	1	0	0	0	0	617342962	10010351	0	102733205	5356237	0	4247956	10240309	0	72015925	9787728	0	153896122	2114344	0	244073104	11713936	4879025	3834010	0	0	0	0	9137876	112095	0	1250511	62407	0	126745	81296	0	795033	8258	0	1938474	18662	0	2902279	67255	25820	141555	0	0	0	0	2312367	0	7969561	5388657	0	0	3015795	0	15004757	4416533	0	9458368	0	0	6358778	3313855	0	0	0	0	0	0	2	0	1	1	0	1	3	0	3	0	0	2	0	0	1	1	1	0	0	0	0	0	17	9433	5445	4278	1264	3567	1234	3307	5304	3977	1329	7476	2615
2588	3825	5067	1996	9510	9823	1	33	33	33	14	12	22	15	19	27	14	14	23	18	20	27	12	14	23	17	16	25	0	5	2	7	14	12	22	15	19	27	14	14	23	18	20	27	12	14	23	17	16	25	0	5	2	7	14	12	22	15	19	27	14	14	23	18	20	27	12	14	23	17	16	25	0	5	2	7	51	51	51	102	903	4166	0	178	6649	8948	7030	9610	9499	8407	7762	1846	3435	7170	8792	5788	8272	6180	8180	4058	7710	3147	5964	5169	99	5231	19	18	31	24	28	41	21	22	35	29	32	38	20	24	34	27	25	35	0	8	3	12	3472423398	79885714	40370322	432793332	103578930	107747156	260124176	72741643	34548116	269663669	136476289	159962219	667348525	59452451	43781288	471736630	145741056	122782555	239580904	0	5123527	897060	10748429	62319486	1422133	761131	7598909	1866916	1887449	4650635	1106680	518264	4661698	2387211	2874968	11752021	1020257	695542	8444517	2360264	2198274	4185275	0	61672	14095	297615	11391425	16863486	27577627	19694462	24428764	56136186	12685031	16834425	36496150	25474689	31515506	51910873	13265730	17526138	34291410	24421990	25553254	52033021	0	12221697	0	35216430	8	6	17	13	18	25	12	8	15	18	15	28	10	8	19	16	13	17	0	1	1	2	269	19	8763	8883	1265	6256	7168	4320	5524	1231	4320	2501	5201
8545	3169	3332	6058	6845	6444	1	11	11	11	8	0	9	7	0	2	7	1	6	8	4	7	8	2	9	6	3	3	1	0	0	0	8	0	9	7	0	2	7	1	6	8	4	7	8	2	9	6	3	3	1	0	0	0	8	0	9	7	0	2	7	1	6	8	4	7	8	2	9	6	3	3	1	0	0	0	12	12	12	125	1121	5313	0	17	4638	2840	7698	6046	1053	3957	8173	3189	266	9177	4811	2646	3154	1703	8729	9601	7874	8073	601	2152	8903	7057	10	0	10	9	0	1	9	2	7	10	4	7	9	1	9	7	2	3	1	0	0	0	272583362	27600512	0	45470089	19718745	0	1355870	15294101	645749	14055257	16582303	7573788	49833542	18099402	843273	23748753	17103019	4826663	12067126	1153234	0	0	0	6631608	602020	0	992535	391708	0	127885	281244	27635	254926	161305	73621	1117151	388962	200358	813225	271931	184092	50863	21426	0	0	0	3448688	0	1608244	3312133	0	0	2982613	0	2261449	3215221	2137280	2042325	4017810	0	1584924	2727858	1702707	2821970	0	0	0	0	7	0	6	4	0	0	5	0	3	4	0	3	6	0	5	5	1	0	0	0	0	0	47	3724	5120	5292	1266	8370	424	1670	4948	2729	9728	9952	7738
